Bootstrap inversion results (2sigma uncertainty)
Station: EE02
Lat:   -5.97635 deg (0.000010) 
Lon:   -130.88959 deg (0.000019) 
X:     -109.414075 m (2.048483) 
Y:    -49.723260 m (1.085322) 
Depth: -4632.928742 m (4.534323) 
TAT:   11.368466 ms (1.366428) 
Water Vel.: 1500.681125 m/s (1.266985)
Drift Lon: -109.414075 m (2.048483) 
Drift Lat: -49.723260 m (1.085322) 
Drift:    120.183805 m (2.037931) 
Drift Azi: 245.559847 deg (0.527528)
dz: 19.071258 m (4.534323)

RMS:  1.808640 ms (0.575694)

Bad pings Removed: 1
===================================================
       Lat        Lon       Range (m)    Residual (s) Doppler Vel. (m/s)  TWT corr. (ms) 
  1:  -5.976108 -130.888738 4633.961073   0.718825   0.000000   0.000000
  2:  -5.976110 -130.888738 4633.960015   1.672581  -0.000190  -0.000783
  3:  -5.976110 -130.888742 4633.952536   1.673312  -0.000005  -0.000020
  4:  -5.976123 -130.888735 4633.959327   0.738651  -0.000099  -0.000410
  5:  -5.976128 -130.888717 4633.998198  -0.218672   0.002410   0.009938
  6:  -5.976142 -130.888720 4633.982975   1.629665   0.010563   0.043560
  7:  -5.976138 -130.888740 4633.939413   0.750648   0.023272   0.095956
  8:  -5.976223 -130.888063 4636.025064  -0.835422   0.067724   0.279320
  9:  -5.975947 -130.886645 4644.588791  -0.318710   0.186698   0.771479
 10:  -5.975445 -130.884752 4664.846496   0.600914   0.387940   1.610199
 11:  -5.974917 -130.882720 4697.596078  -0.922584   0.620556   2.593227
 12:  -5.974348 -130.880650 4742.612445  -1.841652   0.839850   3.542799
 13:  -5.973742 -130.878517 4801.027122  -2.714837   1.044896   4.461452
 14:  -5.973140 -130.876422 4869.820212   1.416307   1.236963   5.359994
 15:  -5.972405 -130.873813 4970.397561  -0.532390   1.328808   5.875122
 16:  -5.971797 -130.871687 5064.190203  -7.122126   1.103168   4.963953
 17:  -5.971217 -130.869602 5165.571162  -6.109295   0.660112   3.029725
 18:  -5.977663 -130.866960 5268.961747   2.272370   0.395884   1.856340
 19:  -5.982327 -130.867752 5267.464138   1.331422   0.109102   0.511348
 20:  -5.989442 -130.871477 5251.782583   4.048993   0.237916   1.112314
 21:  -5.991247 -130.872713 5260.101179   1.232941   0.014854   0.069517
 22:  -5.994328 -130.875967 5262.264568   3.182514   0.060250   0.282193
 23:  -5.995473 -130.877885 5255.039100   0.980606  -0.045453  -0.212517
 24:  -5.996723 -130.880370 5251.849109   1.214387  -0.076014  -0.355198
 25:  -5.997422 -130.882558 5244.045979   0.689718  -0.082279  -0.383850
 26:  -5.997895 -130.884892 5235.581022  -0.926160  -0.045375  -0.211290
 27:  -5.998125 -130.887080 5228.756293  -0.815978  -0.035095  -0.163211
 28:  -5.998348 -130.889253 5232.944302  -1.359569  -0.037747  -0.175668
 29:  -5.998338 -130.891387 5236.086299   1.243283  -0.051693  -0.240826
 30:  -5.997913 -130.893410 5227.775009  -1.472041  -0.094220  -0.438034
 31:  -5.997280 -130.895433 5219.220751  -1.121013  -0.141730  -0.657890
 32:  -5.996438 -130.897308 5208.631157  -1.950448  -0.159021  -0.736542
 33:  -5.995343 -130.899095 5194.590723  -1.255609  -0.149506  -0.690671
 34:  -5.994177 -130.900898 5188.314042  -0.916454  -0.129287  -0.596603
 35:  -5.992865 -130.902537 5182.172484   1.134202  -0.102087  -0.470695
 36:  -5.991398 -130.904080 5177.634786  -0.726151  -0.077955  -0.359003
 37:  -5.989760 -130.905492 5173.363390  -0.042833  -0.060024  -0.276215
 38:  -5.988027 -130.906705 5169.432446  -1.701166  -0.044760  -0.205771
 39:  -5.986233 -130.907725 5166.331666   0.286938  -0.031726  -0.145803
 40:  -5.984412 -130.908537 5163.350984   0.274393  -0.019943  -0.091606
 41:  -5.982488 -130.909232 5162.846135  -0.976367  -0.015572  -0.071509
 42:  -5.980552 -130.909750 5163.623447  -0.077721  -0.028146  -0.129285
 43:  -5.978600 -130.910092 5165.204834  -0.167713  -0.032581  -0.149698
 44:  -5.976657 -130.910060 5157.778075   0.701152  -0.033309  -0.152847
 45:  -5.974708 -130.909850 5150.691536   0.121675  -0.044293  -0.202949
 46:  -5.972815 -130.909630 5151.775445   1.646973  -0.039199  -0.179681
 47:  -5.971048 -130.909218 5150.874050   0.885229  -0.005883  -0.026962
 48:  -5.969323 -130.908550 5145.424742   0.157401   0.016698   0.076427
 49:  -5.967593 -130.907883 5148.284686  -0.602930   0.024489   0.112140
 50:  -5.966000 -130.907165 5153.760649   0.054595   0.034847   0.159756
 51:  -5.964557 -130.906267 5155.081074   0.297015   0.033195   0.152234
 52:  -5.963130 -130.905195 5156.270340   0.685315   0.031294   0.143561
 53:  -5.961798 -130.904000 5157.483646  -0.854416   0.045715   0.209710
 54:  -5.960633 -130.902722 5157.442094   1.114184   0.061898   0.284031
 55:  -5.959257 -130.901258 5167.845907   0.262537   0.093199   0.428467
 56:  -5.957945 -130.899528 5178.584165  -1.917057   0.120341   0.554164
 57:  -5.956785 -130.897662 5190.776008   0.711365   0.109697   0.506568
 58:  -5.955888 -130.895652 5199.492631  -0.820612   0.081734   0.377969
 59:  -5.955367 -130.893518 5199.785095  -1.181890   0.073459   0.339707
 60:  -5.955168 -130.891335 5195.006086   1.027349   0.041716   0.192815
 61:  -5.954977 -130.889137 5201.242895   0.727569  -0.059992  -0.277606
 62:  -5.954832 -130.885793 5225.230047  -0.150258  -0.199137  -0.925562
 63:  -5.955595 -130.883115 5219.727298   1.028931  -0.537511  -2.496283
 64:  -5.957047 -130.881678 5175.686454   3.603417  -0.967512  -4.457299
 65:  -5.959178 -130.882403 5069.785723  -1.885576  -1.546932  -6.974382
 66:  -5.961497 -130.883027 4968.877361   1.395443  -1.580712  -6.988671
