Bootstrap inversion results (2sigma uncertainty)
Station: EC04
Lat:   -7.02749 deg (0.000015) 
Lon:   -132.29424 deg (0.000011) 
X:     -99.716088 m (1.186706) 
Y:    -250.621385 m (1.640581) 
Depth: -4778.489928 m (3.771607) 
TAT:   13.397661 ms (0.542115) 
Water Vel.: 1508.187521 m/s (1.061255)
Drift Lon: -99.716088 m (1.186706) 
Drift Lat: -250.621385 m (1.640581) 
Drift:    269.730758 m (1.696651) 
Drift Azi: 201.696404 deg (0.234757)
dz: 9.510072 m (3.771607)

RMS:  1.559672 ms (0.269341)

Bad pings Removed: 2
===================================================
       Lat        Lon       Range (m)    Residual (s) Doppler Vel. (m/s)  TWT corr. (ms) 
  1:  -7.019657 -132.296408 4862.198204  -2.797270  -0.336450  -1.440968
  2:  -7.021222 -132.295703 4831.147962   0.057059  -0.374830  -1.595609
  3:  -7.025558 -132.293033 4785.109307  -0.799001  -0.077128  -0.325170
  4:  -7.026300 -132.292555 4783.925020  -0.319086  -0.010024  -0.042250
  5:  -7.026987 -132.292120 4784.559959  -0.149305   0.065994   0.278215
  6:  -7.027810 -132.291600 4787.535135   0.775531   0.160526   0.677211
  7:  -7.029657 -132.290433 4802.989998  -0.528133   0.371531   1.572261
  8:  -7.031517 -132.289252 4830.809157   1.366059   0.580235   2.470083
  9:  -7.033450 -132.288048 4872.098037   0.691235   0.792111   3.400559
 10:  -7.035360 -132.286860 4925.193920  -0.640943   1.000093   4.339440
 11:  -7.037285 -132.285677 4990.389602   1.767504   1.193541   5.248745
 12:  -7.039228 -132.284465 5068.262527   0.584616   1.302462   5.816280
 13:  -7.041075 -132.283252 5154.318844   1.422684   1.247625   5.666558
 14:  -7.042807 -132.281948 5248.784065   2.051031   1.064743   4.925085
 15:  -7.042742 -132.280238 5298.527565   0.239288   0.798391   3.726794
 16:  -7.041728 -132.278433 5325.949710   0.816252   0.534126   2.506438
 17:  -7.040488 -132.276682 5354.076352  -0.380482   0.365044   1.721619
 18:  -7.038805 -132.275213 5368.546898  -0.555303   0.316102   1.494786
 19:  -7.037032 -132.273960 5382.403728  -0.937550   0.290250   1.375980
 20:  -7.035130 -132.272890 5395.770727  -0.670359   0.259283   1.232284
 21:  -7.033235 -132.271842 5418.847691  -1.244256   0.236014   1.126395
 22:  -7.031130 -132.271110 5434.043403  -1.343166   0.219621   1.051049
 23:  -7.028887 -132.270693 5443.152544   0.422831   0.189666   0.909484
 24:  -7.026567 -132.270462 5454.186725  -3.002749   0.156091   0.749585
 25:  -7.023575 -132.270512 5467.718771   0.840483   0.160745   0.774332
 26:  -7.021288 -132.270788 5478.989970  -0.000371   0.078035   0.376607
 27:  -7.018340 -132.271495 5493.094378  -2.588370   0.075130   0.363378
 28:  -7.015072 -132.273247 5486.396284  -2.648215   0.142436   0.688063
 29:  -7.013097 -132.274522 5487.644909   1.350013   0.040473   0.195690
 30:  -7.011363 -132.275758 5494.024570   2.749356  -0.123860  -0.599720
 31:  -7.009897 -132.277135 5494.621861   0.174524  -0.319831  -1.548074
 32:  -7.004652 -132.287687 5453.050557   3.042749   0.141432   0.679693
 33:  -7.004410 -132.288755 5451.089881   0.825706  -0.235952  -1.133154
 34:  -7.004303 -132.295112 5423.681920   2.040580  -0.213899  -1.022315
 35:  -7.006905 -132.303202 5384.652525   0.037602  -0.004996  -0.023700
 36:  -7.008887 -132.306528 5376.587713   1.565559  -0.082133  -0.389113
 37:  -7.010478 -132.307833 5350.401217   0.425546  -0.238426  -1.123864
 38:  -7.012205 -132.309028 5325.306925  -0.228193  -0.348096  -1.632919
 39:  -7.015850 -132.311670 5310.157733  -1.979769  -0.201213  -0.940943
 40:  -7.018848 -132.313018 5296.245005  -0.662148  -0.094733  -0.441935
 41:  -7.020805 -132.313470 5281.396063  -1.858387  -0.112081  -0.521287
 42:  -7.022763 -132.313845 5272.356940  -1.936530  -0.143322  -0.665482
 43:  -7.024783 -132.314158 5269.291684  -2.812896  -0.140163  -0.650323
 44:  -7.026765 -132.314158 5261.409219   1.402112  -0.132116  -0.612519
 45:  -7.028695 -132.313887 5250.020798   2.427295  -0.147649  -0.683165
 46:  -7.030603 -132.313467 5240.646697  -1.875081  -0.181367  -0.837057
 47:  -7.032378 -132.312860 5230.485509  -0.474147  -0.217412  -1.001694
 48:  -7.036868 -132.310735 5218.334144   0.552462  -0.019890  -0.091446
 49:  -7.040007 -132.308330 5212.857192   2.690602   0.098592   0.452986
 50:  -7.041467 -132.307070 5218.533641   2.159432   0.032412   0.149070
 51:  -7.042718 -132.305688 5222.152589  -0.395194  -0.121761  -0.560092
 52:  -7.043833 -132.304163 5225.299000  -0.571309  -0.335496  -1.544208
 53:  -7.043992 -132.302592 5197.772776  -1.960800  -0.540352  -2.473534
 54:  -7.042678 -132.301667 5131.236779   1.022677  -0.696809  -3.150509
 55:  -7.041483 -132.300765 5074.393800   1.400240  -0.750847  -3.357395
 56:  -7.040217 -132.299930 5021.051349  -0.746554  -0.646645  -2.860295
 57:  -7.039390 -132.299362 4988.679067  -0.790787  -0.529557  -2.327247
