Bootstrap inversion results (2sigma uncertainty)
Station: WC05
Lat:   -7.26945 deg (0.000010) 
Lon:   -134.51766 deg (0.000011) 
X:     -100.259934 m (1.254699) 
Y:    20.383119 m (1.133185) 
Depth: -4479.067831 m (3.204743) 
TAT:   11.806685 ms (1.099548) 
Water Vel.: 1500.081194 m/s (1.068701)
Drift Lon: -100.259934 m (1.254699) 
Drift Lat: 20.383119 m (1.133185) 
Drift:    102.312605 m (1.217650) 
Drift Azi: 281.492109 deg (0.656655)
dz: 23.932169 m (3.204743)

RMS:  1.547788 ms (0.407163)

Bad pings Removed: 0
===================================================
       Lat        Lon       Range (m)    Residual (s) Doppler Vel. (m/s)  TWT corr. (ms) 
  1:  -7.267705 -134.514518 4496.588897   0.975738  -0.181964  -0.728742
  2:  -7.268168 -134.515522 4487.499991   0.176676  -0.122676  -0.490262
  3:  -7.268722 -134.516527 4481.524937   1.065649  -0.052022  -0.207651
  4:  -7.269408 -134.516800 4480.071547   0.066213  -0.010970  -0.043769
  5:  -7.269905 -134.516673 4480.675202   0.276473   0.024157   0.096397
  6:  -7.270250 -134.516595 4481.488375   1.097246   0.057148   0.228103
  7:  -7.271445 -134.516270 4487.140276   0.590031   0.145480   0.581373
  8:  -7.272740 -134.515885 4498.123107   0.934385   0.257770   1.032691
  9:  -7.274285 -134.515418 4517.703081  -0.090164   0.411292   1.654710
 10:  -7.276078 -134.514838 4549.400468   0.616666   0.603220   2.444047
 11:  -7.278015 -134.514190 4594.217791  -1.040550   0.814060   3.329948
 12:  -7.279935 -134.513565 4648.872065   0.028727   1.006663   4.167311
 13:  -7.282468 -134.512817 4735.191566  -1.012018   1.224942   5.164285
 14:  -7.284432 -134.512253 4813.001854   0.199679   1.373136   5.884884
 15:  -7.286302 -134.511615 4897.178706   0.896906   1.329112   5.796552
 16:  -7.288218 -134.510973 4991.708452  -0.049487   0.950664   4.225222
 17:  -7.289992 -134.510280 5088.106327  -0.494857   0.340496   1.542313
 18:  -7.291768 -134.519630 5118.983746  -0.641663  -0.064502  -0.293930
 19:  -7.281577 -134.535383 5068.860287   1.943213   0.352588   1.591841
 20:  -7.279782 -134.536332 5061.725326   0.482835   0.174813   0.787937
 21:  -7.276953 -134.537585 5059.033178   5.772879   0.032669   0.147310
 22:  -7.275053 -134.538167 5057.260665  -1.345689  -0.049791  -0.224140
 23:  -7.273207 -134.538440 5049.944650   1.198090  -0.072774  -0.327292
 24:  -7.271323 -134.538572 5043.711979  -1.261591  -0.089809  -0.403205
 25:  -7.269473 -134.538532 5037.415839   0.929849  -0.094032  -0.421809
 26:  -7.267690 -134.538347 5031.848782  -2.452703  -0.088999  -0.398561
 27:  -7.265863 -134.538013 5027.120133  -0.277425  -0.074449  -0.333220
 28:  -7.264088 -134.537513 5022.035898  -1.431010  -0.053243  -0.238014
 29:  -7.262318 -134.536907 5020.142135   1.005752  -0.012280  -0.054895
 30:  -7.260707 -134.536167 5017.355461  -1.194525   0.012856   0.057421
 31:  -7.259077 -134.535352 5019.460741  -1.979818   0.009511   0.042494
 32:  -7.257355 -134.534490 5030.420345  -2.536557   0.008369   0.037464
 33:  -7.255937 -134.533317 5028.349934  -0.877193  -0.002970  -0.013296
 34:  -7.254643 -134.531928 5022.490526  -1.056525  -0.028640  -0.128054
 35:  -7.253368 -134.530442 5021.598559   0.081332  -0.032036  -0.143237
 36:  -7.252305 -134.528813 5017.277706  -0.140511  -0.006201  -0.027701
 37:  -7.251275 -134.527170 5020.330032   0.746506   0.024729   0.110551
 38:  -7.250453 -134.525440 5021.186073   1.570551   0.050952   0.227842
 39:  -7.249733 -134.523648 5025.157992   0.324474   0.062839   0.281161
 40:  -7.249123 -134.521808 5032.230225  -0.067897   0.057786   0.258904
 41:  -7.248732 -134.519910 5037.032130   0.475443   0.046310   0.207700
 42:  -7.248592 -134.517983 5038.085504   2.000242   0.030234   0.135664
 43:  -7.248652 -134.515990 5038.291143  -0.150175   0.041350   0.185484
 44:  -7.248925 -134.514015 5037.278799   0.181410   0.070825   0.317658
 45:  -7.249273 -134.512037 5042.253969  -2.333546   0.094315   0.423255
 46:  -7.249662 -134.510060 5055.018816  -0.464057   0.111731   0.502821
 47:  -7.250305 -134.508125 5064.701056  -0.364939   0.127604   0.575380
 48:  -7.251217 -134.506340 5068.373633  -0.270028   0.119126   0.537540
 49:  -7.252270 -134.504603 5074.296507   0.780239   0.104714   0.473149
 50:  -7.253467 -134.502962 5081.222277   0.586169   0.104850   0.474378
 51:  -7.254822 -134.501433 5088.021437   0.497092   0.114306   0.517858
 52:  -7.256283 -134.500083 5093.885513   0.661614   0.112409   0.509872
 53:  -7.257880 -134.498832 5101.019296   0.190738   0.115174   0.523099
 54:  -7.259580 -134.497735 5108.132076  -0.295662   0.117387   0.533848
 55:  -7.261433 -134.496773 5115.302654   2.983111   0.111589   0.508493
 56:  -7.263323 -134.495963 5124.466901   2.776501   0.096027   0.438346
 57:  -7.265307 -134.495385 5130.430340  -1.889553   0.080565   0.367875
 58:  -7.268002 -134.494965 5134.935602  -1.875610   0.074575   0.340811
 59:  -7.270132 -134.494797 5142.110459  -0.562290  -0.128610  -0.588725
 60:  -7.272778 -134.494903 5148.981501   2.978680  -0.464406  -2.130232
 61:  -7.276040 -134.496155 5121.761160  -1.362222  -0.781594  -3.563222
 62:  -7.275490 -134.500328 4916.414697  -3.483461  -0.995292  -4.354479
 63:  -7.273825 -134.506703 4664.763553  -3.028186  -0.846557  -3.515075
 64:  -7.273287 -134.508398 4613.899287   0.648810  -0.758051  -3.114862
 65:  -7.272857 -134.509818 4577.535205  -1.727842  -0.559620  -2.280713
