Bootstrap inversion results (2sigma uncertainty)
Station: WW02
Lat:   -4.92831 deg (0.000011) 
Lon:   -134.81356 deg (0.000012) 
X:     123.983495 m (1.283047) 
Y:    282.250028 m (1.220583) 
Depth: -4681.568602 m (3.756518) 
TAT:   14.109656 ms (0.984357) 
Water Vel.: 1508.541249 m/s (1.164853)
Drift Lon: 123.983495 m (1.283047) 
Drift Lat: 282.250028 m (1.220583) 
Drift:    308.281359 m (1.220032) 
Drift Azi: 23.714357 deg (0.238567)
dz: 15.431398 m (3.756518)

RMS:  1.391291 ms (0.319305)

Bad pings Removed: 1
===================================================
       Lat        Lon       Range (m)    Residual (s) Doppler Vel. (m/s)  TWT corr. (ms) 
  1:  -4.928817 -134.815835 4688.688567  -0.256556  -0.060160  -0.248459
  2:  -4.928995 -134.815382 4686.532644  -1.304387  -0.038648  -0.159520
  3:  -4.929318 -134.814743 4684.734771  -0.958798  -0.009274  -0.038266
  4:  -4.930008 -134.814297 4686.052939   0.168160   0.026331   0.108689
  5:  -4.931017 -134.813700 4691.168661   0.393679   0.097483   0.402836
  6:  -4.931958 -134.812357 4700.844486  -1.265148   0.229375   0.949657
  7:  -4.933000 -134.810667 4721.172229  -0.322234   0.416301   1.731185
  8:  -4.934172 -134.808927 4754.146389   0.846139   0.626019   2.621778
  9:  -4.935403 -134.807125 4800.259933  -1.140941   0.835518   3.532133
 10:  -4.936650 -134.805410 4856.503390  -1.687193   1.025900   4.387508
 11:  -4.937877 -134.803697 4922.807562   3.149599   1.197493   5.194134
 12:  -4.939158 -134.801972 5000.934476   0.710160   1.309771   5.769414
 13:  -4.940415 -134.800283 5087.104359   1.395473   1.220154   5.467610
 14:  -4.941680 -134.798552 5184.145767  -0.149123   0.904194   4.127957
 15:  -4.941755 -134.796822 5251.251621  -1.040998   0.505148   2.335517
 16:  -4.940088 -134.795988 5235.764622  -0.559280   0.124768   0.575220
 17:  -4.938058 -134.795360 5211.071504   0.121919  -0.150396  -0.690215
 18:  -4.936007 -134.794693 5198.220086  -1.709562  -0.218362  -0.999321
 19:  -4.933878 -134.794158 5189.221272   0.071329  -0.145787  -0.666225
 20:  -4.931673 -134.793807 5182.322891   1.183957  -0.089669  -0.409316
 21:  -4.929428 -134.793540 5183.030293   1.232264  -0.083098  -0.379399
 22:  -4.927183 -134.793573 5181.458363  -0.582829  -0.118358  -0.540029
 23:  -4.924992 -134.793933 5176.010380   0.578231  -0.162964  -0.742912
 24:  -4.922958 -134.794755 5159.269481  -0.179575  -0.195761  -0.889449
 25:  -4.920962 -134.795917 5138.787284  -0.036801  -0.191421  -0.866266
 26:  -4.918967 -134.797082 5130.806457  -0.450345  -0.135482  -0.612134
 27:  -4.917117 -134.798447 5124.366369  -0.864510  -0.043996  -0.198519
 28:  -4.915388 -134.799923 5123.122152   0.688659   0.023601   0.106493
 29:  -4.913777 -134.801423 5129.495926  -0.668756   0.046813   0.211452
 30:  -4.912403 -134.803038 5135.427843  -0.531428   0.048596   0.219764
 31:  -4.911310 -134.804792 5137.739022   0.318391   0.033648   0.152258
 32:  -4.910520 -134.806730 5134.235175  -0.002280  -0.000207  -0.000933
 33:  -4.909790 -134.808810 5136.930198   2.254939  -0.013794  -0.062426
 34:  -4.908742 -134.813777 5157.424586  -0.673166   0.190930   0.867083
 35:  -4.908723 -134.815880 5164.622868  -2.070190   0.043235   0.196577
 36:  -4.908718 -134.818050 5182.412483  -0.754138  -0.168568  -0.769238
 37:  -4.915158 -134.831045 5271.751752   1.510840   0.509420   2.365583
 38:  -4.917147 -134.832718 5287.197756   1.058034   0.122639   0.571133
 39:  -4.918982 -134.834068 5305.978134   1.171923  -0.330233  -1.543345
 40:  -4.942210 -134.833787 5414.058852  -0.912857   0.688075   3.279862
 41:  -4.943963 -134.832607 5419.942067   2.886873   0.239067   1.141641
 42:  -4.945527 -134.831238 5420.900676  -3.651517  -0.180673  -0.861830
 43:  -4.950952 -134.823530 5423.049885  -2.581976   0.135039   0.644512
 44:  -4.951345 -134.821472 5401.532426  -0.308540  -0.072289  -0.343816
 45:  -4.951928 -134.818963 5394.319554   1.970401  -0.342478  -1.627471
 46:  -4.952297 -134.816935 5393.905126  -2.023443  -0.662389  -3.144922
 47:  -4.951528 -134.815257 5342.848953   0.377967  -0.989815  -4.657293
 48:  -4.949690 -134.814708 5246.350551   0.323607  -1.305445  -6.031634
 49:  -4.947523 -134.814923 5143.459474   0.735870  -1.451063  -6.573680
 50:  -4.945358 -134.814918 5049.244029   1.586628  -1.410393  -6.273438
 51:  -4.943405 -134.814960 4972.763472   1.968378  -1.206239  -5.284168
