Bootstrap inversion results (2sigma uncertainty)
Station: EC01
Lat:   -4.72613 deg (0.000009) 
Lon:   -131.48519 deg (0.000018) 
X:     -1.853006 m (1.946574) 
Y:    -99.553751 m (1.024753) 
Depth: -4576.035040 m (3.025093) 
TAT:   12.216268 ms (0.917691) 
Water Vel.: 1498.284384 m/s (0.939770)
Drift Lon: -1.853006 m (1.946574) 
Drift Lat: -99.553751 m (1.024753) 
Drift:    99.575743 m (1.024361) 
Drift Azi: 181.066429 deg (1.119817)
dz: 30.964960 m (3.025093)

RMS:  1.547747 ms (0.309842)

Bad pings Removed: 0
===================================================
       Lat        Lon       Range (m)    Residual (s) Doppler Vel. (m/s)  TWT corr. (ms) 
  1:  -4.724400 -131.492175 4645.191900  -1.742030  -0.001816  -0.007527
  2:  -4.724492 -131.492195 4645.156291  -0.752375  -0.044451  -0.184313
  3:  -4.724710 -131.492075 4642.066834   0.255952  -0.131754  -0.545991
  4:  -4.725105 -131.491673 4633.664566   1.361112  -0.181285  -0.749971
  5:  -4.726063 -131.490940 4620.342739  -0.684752  -0.183913  -0.758490
  6:  -4.727202 -131.490058 4609.365157   0.845159  -0.138805  -0.571196
  7:  -4.728387 -131.489145 4603.825028   0.290648  -0.053152  -0.218452
  8:  -4.729587 -131.488137 4603.617686   1.488691   0.059965   0.246483
  9:  -4.730960 -131.486953 4611.263654   0.352547   0.204550   0.842071
 10:  -4.732425 -131.485765 4629.119111  -0.412103   0.369343   1.526193
 11:  -4.733857 -131.484587 4655.590779   0.188458   0.553258   2.299347
 12:  -4.735335 -131.483390 4692.110436  -0.490424   0.705630   2.955221
 13:  -4.736922 -131.482080 4741.617106  -1.544137   0.716866   3.033452
 14:  -4.744415 -131.480288 5032.269465   1.286996   0.817957   3.674735
 15:  -4.745867 -131.481872 5083.168804   1.326987   0.589942   2.677199
 16:  -4.746367 -131.485197 5093.893141   1.048968   0.495964   2.255322
 17:  -4.746493 -131.488090 5110.222919  -2.460308   0.461526   2.104059
 18:  -4.746590 -131.490395 5137.388556   0.092874   0.474523   2.175769
 19:  -4.746678 -131.492705 5176.764956  -0.445646   0.539741   2.493567
 20:  -4.746432 -131.495002 5212.067759   0.386993   0.557637   2.594112
 21:  -4.745955 -131.497183 5245.707908   0.458955   0.514188   2.407422
 22:  -4.745207 -131.499273 5275.645862   0.495474   0.461702   2.173978
 23:  -4.744112 -131.501245 5297.903519  -1.121668   0.438876   2.074679
 24:  -4.742835 -131.503082 5319.194664  -1.542626   0.430160   2.041558
 25:  -4.741457 -131.504813 5343.565016   0.784616   0.413780   1.973517
 26:  -4.740008 -131.506505 5374.848448   0.108862   0.380199   1.823698
 27:  -4.738355 -131.507985 5400.454816  -1.935562   0.321407   1.548534
 28:  -4.736093 -131.509425 5420.790655  -2.102509   0.250833   1.213047
 29:  -4.734275 -131.510228 5428.593206  -0.589701   0.106048   0.513721
 30:  -4.730455 -131.511452 5446.074438   4.780869   0.136805   0.665397
 31:  -4.726775 -131.511870 5450.575858  -0.915897   0.144853   0.704510
 32:  -4.723437 -131.512162 5475.864419   0.287900   0.110583   0.540418
 33:  -4.721288 -131.511970 5482.358830  -0.393053   0.002295   0.011230
 34:  -4.719257 -131.511393 5474.598064  -1.005104  -0.072829  -0.355763
 35:  -4.717357 -131.510468 5454.225292   0.169442  -0.125234  -0.609591
 36:  -4.715470 -131.509547 5443.692853  -1.708799  -0.152908  -0.742662
 37:  -4.713695 -131.508648 5441.169742   1.489140  -0.184771  -0.897421
