Bootstrap inversion results (2sigma uncertainty)
Station: CC11
Lat:   -7.53678 deg (0.000013) 
Lon:   -133.41661 deg (0.000013) 
X:     -188.607504 m (1.485968) 
Y:    1.846693 m (1.478226) 
Depth: -4635.537482 m (2.693767) 
TAT:   13.721359 ms (1.052523) 
Water Vel.: 1509.539073 m/s (0.833019)
Drift Lon: -188.607504 m (1.485968) 
Drift Lat: 1.846693 m (1.478226) 
Drift:    188.617974 m (1.494050) 
Drift Azi: 270.560496 deg (0.446491)
dz: 18.462518 m (2.693767)

RMS:  1.448790 ms (0.241939)

Bad pings Removed: 1
===================================================
       Lat        Lon       Range (m)    Residual (s) Doppler Vel. (m/s)  TWT corr. (ms) 
  1:  -7.537383 -133.415325 4638.177554  -0.791092   0.000937   0.003821
  2:  -7.537383 -133.415320 4638.194446   0.099486  -0.000202  -0.000826
  3:  -7.537390 -133.415343 4638.126786  -0.759345  -0.000729  -0.002973
  4:  -7.537380 -133.415337 4638.133135  -1.680872  -0.002384  -0.009724
  5:  -7.537377 -133.415337 4638.127905   1.103651  -0.001215  -0.004959
  6:  -7.537362 -133.415438 4637.778604  -0.319861   0.006031   0.024605
  7:  -7.537412 -133.415617 4637.351636   0.187848   0.018207   0.074272
  8:  -7.537678 -133.415397 4638.524159  -0.322794   0.046007   0.187713
  9:  -7.538292 -133.414685 4643.395471   0.186918   0.116882   0.477416
 10:  -7.539258 -133.413537 4655.974653  -1.361079   0.253796   1.039254
 11:  -7.540383 -133.412165 4678.382821  -0.139638   0.441537   1.816997
 12:  -7.541640 -133.410665 4712.434126  -0.243607   0.654588   2.713262
 13:  -7.542990 -133.409037 4760.018952   0.650317   0.874232   3.660670
 14:  -7.544413 -133.407340 4821.482032   2.169450   1.089353   4.621072
 15:  -7.545838 -133.405650 4894.268618   2.668378   1.281304   5.517487
 16:  -7.547290 -133.403943 4979.183637   3.166366   1.421210   6.226688
 17:  -7.548655 -133.402295 5070.259570  -0.314015   1.380519   6.155766
 18:  -7.549918 -133.400603 5169.007169   2.624186   1.130631   5.141895
 19:  -7.550055 -133.398538 5255.458210  -0.662589   0.812523   3.754845
 20:  -7.548600 -133.397175 5272.205986  -0.865885   0.478533   2.218371
 21:  -7.546663 -133.396063 5274.805007   1.534895   0.177898   0.825450
 22:  -7.544633 -133.395030 5283.328275   1.252749   0.016315   0.075822
 23:  -7.542377 -133.394375 5281.294569   0.985158  -0.010609  -0.049283
 24:  -7.540072 -133.394062 5273.766545   1.891028  -0.032369  -0.150170
 25:  -7.537795 -133.393865 5272.703305  -0.524517  -0.048717  -0.225873
 26:  -7.535558 -133.393962 5268.189608  -1.483926  -0.053376  -0.247222
 27:  -7.533307 -133.394230 5266.514227  -2.241258  -0.059656  -0.276197
 28:  -7.531055 -133.394725 5265.247574   0.300561  -0.056711  -0.262606
 29:  -7.528902 -133.395543 5258.631039  -0.880339  -0.054287  -0.251010
 30:  -7.526760 -133.396548 5255.358549  -0.560992  -0.082018  -0.379023
 31:  -7.524715 -133.397705 5255.702438  -1.026934  -0.106655  -0.492885
 32:  -7.522892 -133.399150 5249.888961   0.633177  -0.087081  -0.402083
 33:  -7.521353 -133.400972 5232.462264  -2.083714  -0.055549  -0.255518
 34:  -7.519855 -133.402773 5227.319259  -0.424141  -0.059020  -0.271304
 35:  -7.518363 -133.404543 5235.585260  -0.355372  -0.076209  -0.350870
 36:  -7.517118 -133.406468 5241.240467  -2.656780  -0.097655  -0.449912
 37:  -7.516253 -133.409743 5217.033515   1.975434  -0.134061  -0.615291
 38:  -7.515905 -133.411902 5204.767113   1.298678  -0.406945  -1.863145
 39:  -7.515723 -133.414103 5195.127372   1.090214  -0.693481  -3.169036
 40:  -7.527627 -133.434772 5150.907261   1.531374   0.307732   1.394443
 41:  -7.538015 -133.436987 5154.086521   2.290141   0.442354   2.005964
 42:  -7.540015 -133.436777 5154.615322  -1.896775   0.155870   0.706335
 43:  -7.544003 -133.435717 5154.879252   1.410700   0.133970   0.607510
 44:  -7.546050 -133.435017 5163.875355  -1.245057   0.046066   0.209151
 45:  -7.547963 -133.434058 5169.675176   1.779293  -0.008610  -0.039158
 46:  -7.552403 -133.430625 5183.154191   0.095538   0.220568   1.005433
 47:  -7.553857 -133.429025 5189.520712   0.563538   0.158392   0.722984
 48:  -7.555177 -133.427320 5198.408960  -0.135657   0.110569   0.505480
 49:  -7.556217 -133.425450 5201.854953  -0.641974   0.016914   0.077365
 50:  -7.557188 -133.423455 5210.717347  -1.339152  -0.142718  -0.653842
 51:  -7.557738 -133.421392 5209.372820  -0.606257  -0.327001  -1.497928
 52:  -7.557252 -133.419492 5168.521009  -0.475670  -0.521853  -2.371824
 53:  -7.556017 -133.418795 5105.966966  -1.552533  -0.728752  -3.271684
 54:  -7.554823 -133.418707 5051.956461  -2.918358  -0.862988  -3.832502
 55:  -7.553688 -133.418683 5003.595528  -0.968487  -0.783636  -3.448079
